orig_strain	virus	subgenogroup	accession	seq-len	date	age	sex	host	genbank-host	country	region	moltype	strain	url	authors	title	date_added
SARS/VeroE6_lab/USA/ExoN1_c5.5P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514401	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.5P20/2010__KF514401	https://www.ncbi.nlm.nih.gov/nuccore/KF514401	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.6P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514402	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.6P20/2010__KF514402	https://www.ncbi.nlm.nih.gov/nuccore/KF514402	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.7P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514407	29689	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.7P20/2010__KF514407	https://www.ncbi.nlm.nih.gov/nuccore/KF514407	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.8P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514416	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.8P20/2010__KF514416	https://www.ncbi.nlm.nih.gov/nuccore/KF514416	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.9P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514391	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.9P20/2010__KF514391	https://www.ncbi.nlm.nih.gov/nuccore/KF514391	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5P10/2009	Severe acute respiratory syndrome-related coronavirus		KF514420	29687	2009-05-19					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5P10/2009__KF514420	https://www.ncbi.nlm.nih.gov/nuccore/KF514420	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5P20/2009	Severe acute respiratory syndrome-related coronavirus		KF514414	29687	2009-07-08					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5P20/2009__KF514414	https://www.ncbi.nlm.nih.gov/nuccore/KF514414	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c8P1/2009	Severe acute respiratory syndrome-related coronavirus		KF514395	29687	2009-03-18					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c8P1/2009__KF514395	https://www.ncbi.nlm.nih.gov/nuccore/KF514395	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c8P10/2009	Severe acute respiratory syndrome-related coronavirus		KF514389	29687	2009-05-19					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c8P10/2009__KF514389	https://www.ncbi.nlm.nih.gov/nuccore/KF514389	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c8P20/2009	Severe acute respiratory syndrome-related coronavirus		KF514410	29687	2009-07-08					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c8P20/2009__KF514410	https://www.ncbi.nlm.nih.gov/nuccore/KF514410	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
HKU-39849	Severe acute respiratory syndrome-related coronavirus		GU553363	29644	2003-06-07			Human	Homo sapiens	China	china	genomic RNA	HKU-39849__GU553363	https://www.ncbi.nlm.nih.gov/nuccore/GU553363	Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L. and Harrod,K.	Direct Submission	2020-01-27
HKU-39849	Severe acute respiratory syndrome-related coronavirus		GU553364	29644	2003-06-07			Human	Homo sapiens	China	china	genomic RNA	HKU-39849__GU553364	https://www.ncbi.nlm.nih.gov/nuccore/GU553364	Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L. and Harrod,K.	Direct Submission	2020-01-27
HKU-39849	Severe acute respiratory syndrome-related coronavirus		GU553365	29644	2007-12-05			Monkey	Chlorocebus aethiops	USA	north_america	genomic RNA	HKU-39849__GU553365	https://www.ncbi.nlm.nih.gov/nuccore/GU553365	Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L. and Harrod,K.	Direct Submission	2020-01-27
HKU-39849	Severe acute respiratory syndrome-related coronavirus		JQ316196	29727	2003-04-16					United_Kingdom	europe	genomic RNA	HKU-39849__JQ316196	https://www.ncbi.nlm.nih.gov/nuccore/JQ316196	van den Worm,S.H., Eriksson,K.K., Zevenhoven,J.C., Weber,F., Zust,R., Kuri,T., Dijkman,R., Chang,G., Siddell,S.G., Snijder,E.J., Thiel,V. and Davidson,A.D.	Reverse Genetics of SARS-Related Coronavirus Using Vaccinia Virus-Based Recombination	2020-01-27
recSARS-CoV HKU-39849	Severe acute respiratory syndrome-related coronavirus		JN854286	29727	2003-04-16					United_Kingdom	europe	genomic RNA	recSARS-CoVHKU-39849__JN854286	https://www.ncbi.nlm.nih.gov/nuccore/JN854286	van den Worm,S.H., Eriksson,K.K., Zevenhoven,J.C., Weber,F., Zust,R., Kuri,T., Dijkman,R., Chang,G., Siddell,S.G., Snijder,E.J., Thiel,V. and Davidson,A.D.	Reverse genetics of SARS-related coronavirus using vaccinia virus-based recombination	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		FJ882945	29720	2008-11-25					USA	north_america	genomic RNA	MA15__FJ882945	https://www.ncbi.nlm.nih.gov/nuccore/FJ882945	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		FJ882948	29720	2008-11-25					USA	north_america	genomic RNA	MA15__FJ882948	https://www.ncbi.nlm.nih.gov/nuccore/FJ882948	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		FJ882952	29720	2008-11-25					USA	north_america	genomic RNA	MA15__FJ882952	https://www.ncbi.nlm.nih.gov/nuccore/FJ882952	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		FJ882957	29720	2008-11-25					USA	north_america	genomic RNA	MA15__FJ882957	https://www.ncbi.nlm.nih.gov/nuccore/FJ882957	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		FJ882958	29720	2008-11-25					USA	north_america	genomic RNA	MA15__FJ882958	https://www.ncbi.nlm.nih.gov/nuccore/FJ882958	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		FJ882961	29720	2008-11-25					USA	north_america	genomic RNA	MA15__FJ882961	https://www.ncbi.nlm.nih.gov/nuccore/FJ882961	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		HQ890541	29646	2008-10-08			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__HQ890541	https://www.ncbi.nlm.nih.gov/nuccore/HQ890541	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		HQ890542	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__HQ890542	https://www.ncbi.nlm.nih.gov/nuccore/HQ890542	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		HQ890543	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__HQ890543	https://www.ncbi.nlm.nih.gov/nuccore/HQ890543	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		HQ890544	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__HQ890544	https://www.ncbi.nlm.nih.gov/nuccore/HQ890544	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		HQ890545	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__HQ890545	https://www.ncbi.nlm.nih.gov/nuccore/HQ890545	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		HQ890546	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__HQ890546	https://www.ncbi.nlm.nih.gov/nuccore/HQ890546	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292907	29646	2008-08-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292907	https://www.ncbi.nlm.nih.gov/nuccore/JF292907	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292908	29646	2008-08-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292908	https://www.ncbi.nlm.nih.gov/nuccore/JF292908	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292909	29646	2008-08-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292909	https://www.ncbi.nlm.nih.gov/nuccore/JF292909	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292910	29646	2008-08-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292910	https://www.ncbi.nlm.nih.gov/nuccore/JF292910	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292911	29646	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292911	https://www.ncbi.nlm.nih.gov/nuccore/JF292911	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292912	29646	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292912	https://www.ncbi.nlm.nih.gov/nuccore/JF292912	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292913	29646	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292913	https://www.ncbi.nlm.nih.gov/nuccore/JF292913	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292914	29646	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292914	https://www.ncbi.nlm.nih.gov/nuccore/JF292914	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292915	29646	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15__JF292915	https://www.ncbi.nlm.nih.gov/nuccore/JF292915	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292916	29646	2008-09-19			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__JF292916	https://www.ncbi.nlm.nih.gov/nuccore/JF292916	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292917	29646	2008-09-19			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__JF292917	https://www.ncbi.nlm.nih.gov/nuccore/JF292917	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292918	29646	2008-09-19			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__JF292918	https://www.ncbi.nlm.nih.gov/nuccore/JF292918	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292919	29646	2008-09-19			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__JF292919	https://www.ncbi.nlm.nih.gov/nuccore/JF292919	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15	Severe acute respiratory syndrome-related coronavirus		JF292920	29646	2008-09-19			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15__JF292920	https://www.ncbi.nlm.nih.gov/nuccore/JF292920	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882942	29721	2008-11-26					USA	north_america	genomic RNA	MA15ExoN1mutant__FJ882942	https://www.ncbi.nlm.nih.gov/nuccore/FJ882942	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882943	29720	2008-11-21					USA	north_america	genomic RNA	MA15ExoN1mutant__FJ882943	https://www.ncbi.nlm.nih.gov/nuccore/FJ882943	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882951	29721	2008-11-26					USA	north_america	genomic RNA	MA15ExoN1mutant__FJ882951	https://www.ncbi.nlm.nih.gov/nuccore/FJ882951	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882953	29648	2008-11-26					USA	north_america	genomic RNA	MA15ExoN1mutant__FJ882953	https://www.ncbi.nlm.nih.gov/nuccore/FJ882953	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882959	29721	2008-11-26					USA	north_america	genomic RNA	MA15ExoN1mutant__FJ882959	https://www.ncbi.nlm.nih.gov/nuccore/FJ882959	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882962	29721	2008-12-18					USA	north_america	genomic RNA	MA15ExoN1mutant__FJ882962	https://www.ncbi.nlm.nih.gov/nuccore/FJ882962	Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R. and Subbarao,K.	A mouse-adapted SARS-coronavirus causes disease and mortality in BALB/c mice	2020-01-27
